strain	Molecule ChEMBL ID	NAME	Molecule Max Phase	Molecular Weight	#RO5 Violations	AlogP	Compound Key	Smiles	Standard Type	Standard Relation	Standard Value	Standard Units	pIC50	pChEMBL Value	Data Validity Comment	Comment	Uo Units	Ligand Efficiency BEI	Ligand Efficiency LE	Ligand Efficiency LLE	Ligand Efficiency SEI	Potential Duplicate	Assay ChEMBL ID	Assay Description	Assay Type	BAO Format ID	BAO Label	Assay Organism	Assay Tissue ChEMBL ID	Assay Tissue Name	Assay Cell Type	Assay Subcellular Fraction	Assay Parameters	Assay Variant Accession	Assay Variant Mutation	Target ChEMBL ID	Target Name	Target Organism	Target Type	Document ChEMBL ID	Source ID	Source Description	Document Journal	Document Year	Cell ChEMBL ID	Properties
Burkholderia cepacia	CHEMBL334659	CHEMBL334659	0	332,33	0	2,46	3e	Cc1c(N2CCCO2)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12	MIC	'='	18,7	nM	7,7				UO_0000274					FALSE	CHEMBL764213	In vitro antibacterial activity against gram negative Pseudomonas cepacia 2961	F	BAO_0000218	organism-based format	Burkholderia cepacia	None	None	None	None				CHEMBL612499	Burkholderia cepacia	Burkholderia cepacia	ORGANISM	CHEMBL1132437	1	Scientific Literature	J. Med. Chem.	1999	None	
Burkholderia cepacia	CHEMBL335162	CHEMBL335162	0	405,45	0	2,71	3bb	Cc1c(N2CCC(CNCCF)C2)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12	MIC	'='	7,6	nM	8,1				UO_0000274					FALSE	CHEMBL764213	In vitro antibacterial activity against gram negative Pseudomonas cepacia 2961	F	BAO_0000218	organism-based format	Burkholderia cepacia	None	None	None	None				CHEMBL612499	Burkholderia cepacia	Burkholderia cepacia	ORGANISM	CHEMBL1132437	1	Scientific Literature	J. Med. Chem.	1999	None	
Burkholderia cepacia	CHEMBL134256	CHEMBL134256	0	359,4	0	2,12	3j	CN[C@H]1CCN(c2c(F)cn3c(=O)c(C(=O)O)cc(C4CC4)c3c2C)C1	MIC	'='	4,3	nM	8,4				UO_0000274					FALSE	CHEMBL764213	In vitro antibacterial activity against gram negative Pseudomonas cepacia 2961	F	BAO_0000218	organism-based format	Burkholderia cepacia	None	None	None	None				CHEMBL612499	Burkholderia cepacia	Burkholderia cepacia	ORGANISM	CHEMBL1132437	1	Scientific Literature	J. Med. Chem.	1999	None	
Burkholderia cepacia	CHEMBL132029	CHEMBL132029	0	399,47	0	3	3q	Cc1c(N2CCC(N(C)C3CC3)C2)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12	MIC	'='	7,8	nM	8,1				UO_0000274					FALSE	CHEMBL764213	In vitro antibacterial activity against gram negative Pseudomonas cepacia 2961	F	BAO_0000218	organism-based format	Burkholderia cepacia	None	None	None	None				CHEMBL612499	Burkholderia cepacia	Burkholderia cepacia	ORGANISM	CHEMBL1132437	1	Scientific Literature	J. Med. Chem.	1999	None	
Burkholderia cepacia	CHEMBL339388	CHEMBL339388	0	371,41	0	2,12	-(1R,5R)-3gg	Cc1c(N2C[C@H]3CCN[C@H]3C2)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12	MIC	'='	2,1	nM	8,7				UO_0000274					FALSE	CHEMBL764213	In vitro antibacterial activity against gram negative Pseudomonas cepacia 2961	F	BAO_0000218	organism-based format	Burkholderia cepacia	None	None	None	None				CHEMBL612499	Burkholderia cepacia	Burkholderia cepacia	ORGANISM	CHEMBL1132437	1	Scientific Literature	J. Med. Chem.	1999	None	
Burkholderia cepacia	CHEMBL337621	CHEMBL337621	0	371,41	0	1,98	3hh	Cc1c(N2C[C@@H]3CNC[C@@H]3C2)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12	MIC	'='	8,3	nM	8,1				UO_0000274					FALSE	CHEMBL764213	In vitro antibacterial activity against gram negative Pseudomonas cepacia 2961	F	BAO_0000218	organism-based format	Burkholderia cepacia	None	None	None	None				CHEMBL612499	Burkholderia cepacia	Burkholderia cepacia	ORGANISM	CHEMBL1132437	1	Scientific Literature	J. Med. Chem.	1999	None	
Burkholderia cepacia	CHEMBL133480	CHEMBL133480	0	344,39	0	3,31	3pp	Cc1c(N2CCCCC2)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12	MIC	'='	9,0	nM	8,0				UO_0000274					FALSE	CHEMBL764213	In vitro antibacterial activity against gram negative Pseudomonas cepacia 2961	F	BAO_0000218	organism-based format	Burkholderia cepacia	None	None	None	None				CHEMBL612499	Burkholderia cepacia	Burkholderia cepacia	ORGANISM	CHEMBL1132437	1	Scientific Literature	J. Med. Chem.	1999	None	
Burkholderia cepacia	CHEMBL134335	CHEMBL134335	0	401,44	0	1,88	3ee	Cc1c(N2C[C@@H]3OCC[C@]3(CN)C2)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12	MIC	'='	7,7	nM	8,1				UO_0000274					FALSE	CHEMBL764213	In vitro antibacterial activity against gram negative Pseudomonas cepacia 2961	F	BAO_0000218	organism-based format	Burkholderia cepacia	None	None	None	None				CHEMBL612499	Burkholderia cepacia	Burkholderia cepacia	ORGANISM	CHEMBL1132437	1	Scientific Literature	J. Med. Chem.	1999	None	
Burkholderia cepacia	CHEMBL336998	CHEMBL336998	0	403,45	0	2,14	3p	COCCN[C@H]1CCN(c2c(F)cn3c(=O)c(C(=O)O)cc(C4CC4)c3c2C)C1	MIC	'='	1,9	nM	8,7				UO_0000274					FALSE	CHEMBL764213	In vitro antibacterial activity against gram negative Pseudomonas cepacia 2961	F	BAO_0000218	organism-based format	Burkholderia cepacia	None	None	None	None				CHEMBL612499	Burkholderia cepacia	Burkholderia cepacia	ORGANISM	CHEMBL1132437	1	Scientific Literature	J. Med. Chem.	1999	None	
Burkholderia cepacia	CHEMBL422090	CHEMBL422090	0	387,41	0	1,5	3kk	Cc1c(N2C[C@H]3NCCO[C@@H]3C2)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12	MIC	'='	8,0	nM	8,1				UO_0000274					FALSE	CHEMBL764213	In vitro antibacterial activity against gram negative Pseudomonas cepacia 2961	F	BAO_0000218	organism-based format	Burkholderia cepacia	None	None	None	None				CHEMBL612499	Burkholderia cepacia	Burkholderia cepacia	ORGANISM	CHEMBL1132437	1	Scientific Literature	J. Med. Chem.	1999	None	
Burkholderia cepacia	CHEMBL335674	CHEMBL335674	0	345,37	0	2,38	3f	Cc1c(N2CCCN2C)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12	MIC	'='	4,5	nM	8,3				UO_0000274					FALSE	CHEMBL764213	In vitro antibacterial activity against gram negative Pseudomonas cepacia 2961	F	BAO_0000218	organism-based format	Burkholderia cepacia	None	None	None	None				CHEMBL612499	Burkholderia cepacia	Burkholderia cepacia	ORGANISM	CHEMBL1132437	1	Scientific Literature	J. Med. Chem.	1999	None	
Burkholderia cepacia	CHEMBL16727	ABT-719	0	345,37	0	1,86	-(S)-3i	Cc1c(N2CC[C@H](N)C2)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12	MIC	'='	1,1	nM	8,9				UO_0000274					FALSE	CHEMBL764213	In vitro antibacterial activity against gram negative Pseudomonas cepacia 2961	F	BAO_0000218	organism-based format	Burkholderia cepacia	None	None	None	None				CHEMBL612499	Burkholderia cepacia	Burkholderia cepacia	ORGANISM	CHEMBL1132437	1	Scientific Literature	J. Med. Chem.	1999	None	
Burkholderia cepacia	CHEMBL424642	CHEMBL424642	0	371,41	0	2,11	3ww	Cc1c(N2CC[C@@H]3[C@H](N)[C@@H]3C2)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12	MIC	'='	8,3	nM	8,1				UO_0000274					FALSE	CHEMBL764213	In vitro antibacterial activity against gram negative Pseudomonas cepacia 2961	F	BAO_0000218	organism-based format	Burkholderia cepacia	None	None	None	None				CHEMBL612499	Burkholderia cepacia	Burkholderia cepacia	ORGANISM	CHEMBL1132437	1	Scientific Literature	J. Med. Chem.	1999	None	
Burkholderia cepacia	CHEMBL334652	CHEMBL334652	0	385,44	0	2,5	-(3S,4R)-3t	Cc1c(N2C[C@@H](N)[C@H](C3CC3)C2)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12	MIC	'='	4,0	nM	8,4				UO_0000274					FALSE	CHEMBL764213	In vitro antibacterial activity against gram negative Pseudomonas cepacia 2961	F	BAO_0000218	organism-based format	Burkholderia cepacia	None	None	None	None				CHEMBL612499	Burkholderia cepacia	Burkholderia cepacia	ORGANISM	CHEMBL1132437	1	Scientific Literature	J. Med. Chem.	1999	None	
Burkholderia cepacia	CHEMBL334870	CHEMBL334870	0	373,43	0	2,5	3ss	Cc1c(N2CC[C@H](C)[C@H](N)C2)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12	MIC	'='	4,2	nM	8,4				UO_0000274					FALSE	CHEMBL764213	In vitro antibacterial activity against gram negative Pseudomonas cepacia 2961	F	BAO_0000218	organism-based format	Burkholderia cepacia	None	None	None	None				CHEMBL612499	Burkholderia cepacia	Burkholderia cepacia	ORGANISM	CHEMBL1132437	1	Scientific Literature	J. Med. Chem.	1999	None	
Burkholderia cepacia	CHEMBL334652	CHEMBL334652	0	385,44	0	2,5	3t	Cc1c(N2C[C@@H](N)[C@H](C3CC3)C2)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12	MIC	'='	2,0	nM	8,7				UO_0000274					FALSE	CHEMBL764213	In vitro antibacterial activity against gram negative Pseudomonas cepacia 2961	F	BAO_0000218	organism-based format	Burkholderia cepacia	None	None	None	None				CHEMBL612499	Burkholderia cepacia	Burkholderia cepacia	ORGANISM	CHEMBL1132437	1	Scientific Literature	J. Med. Chem.	1999	None	
Burkholderia cepacia	CHEMBL334359	CHEMBL334359	0	359,4	0	2,11	-(3S,4R)-3xx	Cc1c(N2C[C@@H](N)[C@H](C)C2)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12	MIC	'='	2,2	nM	8,7				UO_0000274					FALSE	CHEMBL764213	In vitro antibacterial activity against gram negative Pseudomonas cepacia 2961	F	BAO_0000218	organism-based format	Burkholderia cepacia	None	None	None	None				CHEMBL612499	Burkholderia cepacia	Burkholderia cepacia	ORGANISM	CHEMBL1132437	1	Scientific Literature	J. Med. Chem.	1999	None	
Burkholderia cepacia	CHEMBL444598	CHEMBL444598	0	316,33	0	2,53	3a	Cc1c(N2CCC2)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12	MIC	'='	9,8	nM	8,0				UO_0000274					FALSE	CHEMBL764213	In vitro antibacterial activity against gram negative Pseudomonas cepacia 2961	F	BAO_0000218	organism-based format	Burkholderia cepacia	None	None	None	None				CHEMBL612499	Burkholderia cepacia	Burkholderia cepacia	ORGANISM	CHEMBL1132437	1	Scientific Literature	J. Med. Chem.	1999	None	
Burkholderia cepacia	CHEMBL105127	CHEMBL105127	0	371,41	0	2,12	(S,S)45o	Cc1c(N2C[C@@H]3CCN[C@@H]3C2)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12	MIC	'='	2,1	nM	8,7				UO_0000274					FALSE	CHEMBL764213	In vitro antibacterial activity against gram negative Pseudomonas cepacia 2961	F	BAO_0000218	organism-based format	Burkholderia cepacia	None	None	None	None				CHEMBL612499	Burkholderia cepacia	Burkholderia cepacia	ORGANISM	CHEMBL1132437	1	Scientific Literature	J. Med. Chem.	1999	None	
Burkholderia cepacia	CHEMBL105127	CHEMBL105127	0	371,41	0	2,12	3gg	Cc1c(N2C[C@@H]3CCN[C@@H]3C2)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12	MIC	'='	4,2	nM	8,4				UO_0000274					FALSE	CHEMBL764213	In vitro antibacterial activity against gram negative Pseudomonas cepacia 2961	F	BAO_0000218	organism-based format	Burkholderia cepacia	None	None	None	None				CHEMBL612499	Burkholderia cepacia	Burkholderia cepacia	ORGANISM	CHEMBL1132437	1	Scientific Literature	J. Med. Chem.	1999	None	
Burkholderia cepacia	CHEMBL133816	CHEMBL133816	0	385,44	0	2,5	-(3R,4R)-3s	Cc1c(N2C[C@H](N)[C@H](C3CC3)C2)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12	MIC	'='	4,0	nM	8,4				UO_0000274					FALSE	CHEMBL764213	In vitro antibacterial activity against gram negative Pseudomonas cepacia 2961	F	BAO_0000218	organism-based format	Burkholderia cepacia	None	None	None	None				CHEMBL612499	Burkholderia cepacia	Burkholderia cepacia	ORGANISM	CHEMBL1132437	1	Scientific Literature	J. Med. Chem.	1999	None	
Burkholderia cepacia	CHEMBL135013	CHEMBL135013	0	385,44	0	2,37	3ll	Cc1c(N2C[C@H]3CCNC[C@@H]3C2)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12	MIC	'='	1,0	nM	9,0				UO_0000274					FALSE	CHEMBL764213	In vitro antibacterial activity against gram negative Pseudomonas cepacia 2961	F	BAO_0000218	organism-based format	Burkholderia cepacia	None	None	None	None				CHEMBL612499	Burkholderia cepacia	Burkholderia cepacia	ORGANISM	CHEMBL1132437	1	Scientific Literature	J. Med. Chem.	1999	None	
Burkholderia cepacia	CHEMBL131907	CHEMBL131907	0	399,47	0	3,04	-(S)-3uu	Cc1c(N2CCC[C@H](NC3CC3)C2)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12	MIC	'='	2,0	nM	8,7				UO_0000274					FALSE	CHEMBL764213	In vitro antibacterial activity against gram negative Pseudomonas cepacia 2961	F	BAO_0000218	organism-based format	Burkholderia cepacia	None	None	None	None				CHEMBL612499	Burkholderia cepacia	Burkholderia cepacia	ORGANISM	CHEMBL1132437	1	Scientific Literature	J. Med. Chem.	1999	None	
Burkholderia cepacia	CHEMBL133506	CHEMBL133506	0	413,49	0	3,28	3dd	Cc1c(N2C[C@@H]3CCCC[C@]3(CN)C2)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12	MIC	'='	7,5	nM	8,1				UO_0000274					FALSE	CHEMBL764213	In vitro antibacterial activity against gram negative Pseudomonas cepacia 2961	F	BAO_0000218	organism-based format	Burkholderia cepacia	None	None	None	None				CHEMBL612499	Burkholderia cepacia	Burkholderia cepacia	ORGANISM	CHEMBL1132437	1	Scientific Literature	J. Med. Chem.	1999	None	
Burkholderia cepacia	CHEMBL16727	ABT-719	0	345,37	0	1,86	3i	Cc1c(N2CC[C@H](N)C2)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12	MIC	'='	1,1	nM	8,9				UO_0000274					FALSE	CHEMBL764213	In vitro antibacterial activity against gram negative Pseudomonas cepacia 2961	F	BAO_0000218	organism-based format	Burkholderia cepacia	None	None	None	None				CHEMBL612499	Burkholderia cepacia	Burkholderia cepacia	ORGANISM	CHEMBL1132437	1	Scientific Literature	J. Med. Chem.	1999	None	
Burkholderia cepacia	CHEMBL424455	CHEMBL424455	0	385,44	0	2,65	3m	Cc1c(N2CC[C@H](NC3CC3)C2)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12	MIC	'='	1,0	nM	9,0				UO_0000274					FALSE	CHEMBL764213	In vitro antibacterial activity against gram negative Pseudomonas cepacia 2961	F	BAO_0000218	organism-based format	Burkholderia cepacia	None	None	None	None				CHEMBL612499	Burkholderia cepacia	Burkholderia cepacia	ORGANISM	CHEMBL1132437	1	Scientific Literature	J. Med. Chem.	1999	None	
Burkholderia cepacia	CHEMBL134205	CHEMBL134205	0	401,44	0	1,73	3ff	Cc1c(N2C[C@@H]3COC[C@]3(CN)C2)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12	MIC	'='	15,4	nM	7,8				UO_0000274					FALSE	CHEMBL764213	In vitro antibacterial activity against gram negative Pseudomonas cepacia 2961	F	BAO_0000218	organism-based format	Burkholderia cepacia	None	None	None	None				CHEMBL612499	Burkholderia cepacia	Burkholderia cepacia	ORGANISM	CHEMBL1132437	1	Scientific Literature	J. Med. Chem.	1999	None	
Burkholderia cepacia	CHEMBL132601	CHEMBL132601	0	385,44	0	2,51	3nn	Cc1c(N2CC[C@@H]3CCNC[C@@H]32)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12	MIC	'='	8,0	nM	8,1				UO_0000274					FALSE	CHEMBL764213	In vitro antibacterial activity against gram negative Pseudomonas cepacia 2961	F	BAO_0000218	organism-based format	Burkholderia cepacia	None	None	None	None				CHEMBL612499	Burkholderia cepacia	Burkholderia cepacia	ORGANISM	CHEMBL1132437	1	Scientific Literature	J. Med. Chem.	1999	None	
Burkholderia cepacia	CHEMBL104810	CHEMBL104810	0	359,4	0	2,11	3y	Cc1c(N2CCC(CN)C2)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12	MIC	'='	1,1	nM	9,0				UO_0000274					FALSE	CHEMBL764213	In vitro antibacterial activity against gram negative Pseudomonas cepacia 2961	F	BAO_0000218	organism-based format	Burkholderia cepacia	None	None	None	None				CHEMBL612499	Burkholderia cepacia	Burkholderia cepacia	ORGANISM	CHEMBL1132437	1	Scientific Literature	J. Med. Chem.	1999	None	
Burkholderia cepacia	CHEMBL339837	CHEMBL339837	0	330,36	0	2,92	3d	Cc1c(N2CCCC2)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12	MIC	'='	2,4	nM	8,6				UO_0000274					FALSE	CHEMBL764213	In vitro antibacterial activity against gram negative Pseudomonas cepacia 2961	F	BAO_0000218	organism-based format	Burkholderia cepacia	None	None	None	None				CHEMBL612499	Burkholderia cepacia	Burkholderia cepacia	ORGANISM	CHEMBL1132437	1	Scientific Literature	J. Med. Chem.	1999	None	
Burkholderia cepacia	CHEMBL133985	CHEMBL133985	0	391,42	0	2,46	-(R)-3n	Cc1c(N2CC[C@@H](NCCF)C2)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12	MIC	'='	4,0	nM	8,4				UO_0000274					FALSE	CHEMBL764213	In vitro antibacterial activity against gram negative Pseudomonas cepacia 2961	F	BAO_0000218	organism-based format	Burkholderia cepacia	None	None	None	None				CHEMBL612499	Burkholderia cepacia	Burkholderia cepacia	ORGANISM	CHEMBL1132437	1	Scientific Literature	J. Med. Chem.	1999	None	
Burkholderia cepacia	CHEMBL335448	CHEMBL335448	0	391,42	0	2,46	-(S)-3n	Cc1c(N2CC[C@H](NCCF)C2)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12	MIC	'='	7,9	nM	8,1				UO_0000274					FALSE	CHEMBL764213	In vitro antibacterial activity against gram negative Pseudomonas cepacia 2961	F	BAO_0000218	organism-based format	Burkholderia cepacia	None	None	None	None				CHEMBL612499	Burkholderia cepacia	Burkholderia cepacia	ORGANISM	CHEMBL1132437	1	Scientific Literature	J. Med. Chem.	1999	None	
Burkholderia cepacia	CHEMBL133948	CHEMBL133948	0	373,43	0	2,37	3v	CN[C@@H]1CN(c2c(F)cn3c(=O)c(C(=O)O)cc(C4CC4)c3c2C)C[C@H]1C	MIC	'='	4,2	nM	8,4				UO_0000274					FALSE	CHEMBL764213	In vitro antibacterial activity against gram negative Pseudomonas cepacia 2961	F	BAO_0000218	organism-based format	Burkholderia cepacia	None	None	None	None				CHEMBL612499	Burkholderia cepacia	Burkholderia cepacia	ORGANISM	CHEMBL1132437	1	Scientific Literature	J. Med. Chem.	1999	None	
Burkholderia cepacia	CHEMBL8	CIPROFLOXACIN	4	331,35	0	1,58	ciprofloxacin	O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O	MIC	'='	18,7	nM	7,7				UO_0000274					FALSE	CHEMBL764213	In vitro antibacterial activity against gram negative Pseudomonas cepacia 2961	F	BAO_0000218	organism-based format	Burkholderia cepacia	None	None	None	None				CHEMBL612499	Burkholderia cepacia	Burkholderia cepacia	ORGANISM	CHEMBL1132437	1	Scientific Literature	J. Med. Chem.	1999	None	
Burkholderia cepacia	CHEMBL107237	CHEMBL107237	0	371,41	0	2,12	3oo	Cc1c(N2CC[C@@H]3CNC[C@@H]32)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12	MIC	'='	8,3	nM	8,1				UO_0000274					FALSE	CHEMBL764213	In vitro antibacterial activity against gram negative Pseudomonas cepacia 2961	F	BAO_0000218	organism-based format	Burkholderia cepacia	None	None	None	None				CHEMBL612499	Burkholderia cepacia	Burkholderia cepacia	ORGANISM	CHEMBL1132437	1	Scientific Literature	J. Med. Chem.	1999	None	
Burkholderia cepacia	CHEMBL132015	CHEMBL132015	0	385,44	0	2,5	-(3R,4S)-3t	Cc1c(N2C[C@H](C3CC3)[C@@H](N)C2)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12	MIC	'='	4,0	nM	8,4				UO_0000274					FALSE	CHEMBL764213	In vitro antibacterial activity against gram negative Pseudomonas cepacia 2961	F	BAO_0000218	organism-based format	Burkholderia cepacia	None	None	None	None				CHEMBL612499	Burkholderia cepacia	Burkholderia cepacia	ORGANISM	CHEMBL1132437	1	Scientific Literature	J. Med. Chem.	1999	None	
Burkholderia cepacia	CHEMBL134518	CHEMBL134518	0	373,43	0	2,51	3k	CCN[C@H]1CCN(c2c(F)cn3c(=O)c(C(=O)O)cc(C4CC4)c3c2C)C1	MIC	'='	8,3	nM	8,1				UO_0000274					FALSE	CHEMBL764213	In vitro antibacterial activity against gram negative Pseudomonas cepacia 2961	F	BAO_0000218	organism-based format	Burkholderia cepacia	None	None	None	None				CHEMBL612499	Burkholderia cepacia	Burkholderia cepacia	ORGANISM	CHEMBL1132437	1	Scientific Literature	J. Med. Chem.	1999	None	
Burkholderia cepacia	CHEMBL334504	CHEMBL334504	0	387,46	0	2,9	3l	CCCN[C@H]1CCN(c2c(F)cn3c(=O)c(C(=O)O)cc(C4CC4)c3c2C)C1	MIC	'='	8,0	nM	8,1				UO_0000274					FALSE	CHEMBL764213	In vitro antibacterial activity against gram negative Pseudomonas cepacia 2961	F	BAO_0000218	organism-based format	Burkholderia cepacia	None	None	None	None				CHEMBL612499	Burkholderia cepacia	Burkholderia cepacia	ORGANISM	CHEMBL1132437	1	Scientific Literature	J. Med. Chem.	1999	None	
Burkholderia cepacia	CHEMBL132197	CHEMBL132197	0	373,43	0	2,5	3tt	Cc1c(N2CC[C@H](C)[C@@H](N)C2)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12	MIC	'='	8,3	nM	8,1				UO_0000274					FALSE	CHEMBL764213	In vitro antibacterial activity against gram negative Pseudomonas cepacia 2961	F	BAO_0000218	organism-based format	Burkholderia cepacia	None	None	None	None				CHEMBL612499	Burkholderia cepacia	Burkholderia cepacia	ORGANISM	CHEMBL1132437	1	Scientific Literature	J. Med. Chem.	1999	None	
Burkholderia cepacia	CHEMBL337687	CHEMBL337687	0	399,47	0	3,04	3uu	Cc1c(N2CCCC(NC3CC3)C2)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12	MIC	'='	7,8	nM	8,1				UO_0000274					FALSE	CHEMBL764213	In vitro antibacterial activity against gram negative Pseudomonas cepacia 2961	F	BAO_0000218	organism-based format	Burkholderia cepacia	None	None	None	None				CHEMBL612499	Burkholderia cepacia	Burkholderia cepacia	ORGANISM	CHEMBL1132437	1	Scientific Literature	J. Med. Chem.	1999	None	
Burkholderia cepacia	CHEMBL335425	CHEMBL335425	0	385,44	0	2,5	3s	Cc1c(N2C[C@@H](N)[C@@H](C3CC3)C2)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12	MIC	'='	2,0	nM	8,7				UO_0000274					FALSE	CHEMBL764213	In vitro antibacterial activity against gram negative Pseudomonas cepacia 2961	F	BAO_0000218	organism-based format	Burkholderia cepacia	None	None	None	None				CHEMBL612499	Burkholderia cepacia	Burkholderia cepacia	ORGANISM	CHEMBL1132437	1	Scientific Literature	J. Med. Chem.	1999	None	
Burkholderia cepacia	CHEMBL319440	CHEMBL319440	0	346,36	0	1,89	3g	Cc1c(N2CCC(O)C2)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12	MIC	'='	0,3	nM	9,5				UO_0000274					FALSE	CHEMBL764213	In vitro antibacterial activity against gram negative Pseudomonas cepacia 2961	F	BAO_0000218	organism-based format	Burkholderia cepacia	None	None	None	None				CHEMBL612499	Burkholderia cepacia	Burkholderia cepacia	ORGANISM	CHEMBL1132437	1	Scientific Literature	J. Med. Chem.	1999	None	
Burkholderia cepacia	CHEMBL105186	Q27280792	0	385,44	0	2,51	3ii	Cc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12	MIC	'='	4,0	nM	8,4				UO_0000274					FALSE	CHEMBL764213	In vitro antibacterial activity against gram negative Pseudomonas cepacia 2961	F	BAO_0000218	organism-based format	Burkholderia cepacia	None	None	None	None				CHEMBL612499	Burkholderia cepacia	Burkholderia cepacia	ORGANISM	CHEMBL1132437	1	Scientific Literature	J. Med. Chem.	1999	None	
Burkholderia cepacia	CHEMBL135090	CHEMBL135090	0	359,4	0	2,25	3qq	Cc1c(N2CCCC(N)C2)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12	MIC	'='	2,2	nM	8,7				UO_0000274					FALSE	CHEMBL764213	In vitro antibacterial activity against gram negative Pseudomonas cepacia 2961	F	BAO_0000218	organism-based format	Burkholderia cepacia	None	None	None	None				CHEMBL612499	Burkholderia cepacia	Burkholderia cepacia	ORGANISM	CHEMBL1132437	1	Scientific Literature	J. Med. Chem.	1999	None	
Burkholderia cepacia	CHEMBL133948	CHEMBL133948	0	373,43	0	2,37	-(3S,4R)-3v	CN[C@@H]1CN(c2c(F)cn3c(=O)c(C(=O)O)cc(C4CC4)c3c2C)C[C@H]1C	MIC	'='	2,1	nM	8,7				UO_0000274					FALSE	CHEMBL764213	In vitro antibacterial activity against gram negative Pseudomonas cepacia 2961	F	BAO_0000218	organism-based format	Burkholderia cepacia	None	None	None	None				CHEMBL612499	Burkholderia cepacia	Burkholderia cepacia	ORGANISM	CHEMBL1132437	1	Scientific Literature	J. Med. Chem.	1999	None	
Burkholderia cepacia	CHEMBL339643	CHEMBL339643	0	399,47	0	3,04	-(R)-3uu	Cc1c(N2CCC[C@@H](NC3CC3)C2)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12	MIC	'='	15,5	nM	7,8				UO_0000274					FALSE	CHEMBL764213	In vitro antibacterial activity against gram negative Pseudomonas cepacia 2961	F	BAO_0000218	organism-based format	Burkholderia cepacia	None	None	None	None				CHEMBL612499	Burkholderia cepacia	Burkholderia cepacia	ORGANISM	CHEMBL1132437	1	Scientific Literature	J. Med. Chem.	1999	None	
Burkholderia cepacia	CHEMBL423709	CHEMBL423709	0	359,4	0	2,11	-(3R,4S)-3xx	Cc1c(N2C[C@H](C)[C@@H](N)C2)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12	MIC	'='	2,2	nM	8,7				UO_0000274					FALSE	CHEMBL764213	In vitro antibacterial activity against gram negative Pseudomonas cepacia 2961	F	BAO_0000218	organism-based format	Burkholderia cepacia	None	None	None	None				CHEMBL612499	Burkholderia cepacia	Burkholderia cepacia	ORGANISM	CHEMBL1132437	1	Scientific Literature	J. Med. Chem.	1999	None	
Burkholderia cepacia	CHEMBL335449	CHEMBL335449	0	345,37	0	1,86	-(R)-3i	Cc1c(N2CC[C@@H](N)C2)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12	MIC	'='	2,3	nM	8,6				UO_0000274					FALSE	CHEMBL764213	In vitro antibacterial activity against gram negative Pseudomonas cepacia 2961	F	BAO_0000218	organism-based format	Burkholderia cepacia	None	None	None	None				CHEMBL612499	Burkholderia cepacia	Burkholderia cepacia	ORGANISM	CHEMBL1132437	1	Scientific Literature	J. Med. Chem.	1999	None	
